direction,time_window_end,time_window_start,tollgate_id,volume,minutes_since_0,minutes_diff_13,before_holiday,after_holiday,holiday_len,is_am,neigh_4hour_std_value,neigh_4hour_avg_value,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation
0,2016-09-27 13:40:00,2016-09-27 13:20:00,3,119.0,800,20,False,False,0,False,16.393596310755,109.25,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
0,2016-09-27 13:40:00,2016-09-27 13:20:00,2,82.0,800,20,False,False,0,False,16.6540103460416,67.91666666666667,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
1,2016-09-27 13:40:00,2016-09-27 13:20:00,1,113.0,800,20,False,False,0,False,8.56879468911716,84.83333333333333,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
0,2016-09-27 13:40:00,2016-09-27 13:20:00,1,54.0,800,20,False,False,0,False,11.146408580454255,44.666666666666664,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
1,2016-09-27 14:00:00,2016-09-27 13:40:00,3,99.0,820,40,False,False,0,False,15.237513517034799,81.0,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
0,2016-09-27 14:00:00,2016-09-27 13:40:00,3,113.0,820,40,False,False,0,False,15.756432068052447,108.58333333333333,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
0,2016-09-27 14:00:00,2016-09-27 13:40:00,2,32.0,820,40,False,False,0,False,15.82934559033259,67.25,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
1,2016-09-27 14:00:00,2016-09-27 13:40:00,1,101.0,820,40,False,False,0,False,11.408396695045063,86.16666666666667,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
0,2016-09-27 14:00:00,2016-09-27 13:40:00,1,90.0,820,40,False,False,0,False,9.677762701631556,43.75,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
1,2016-09-27 14:20:00,2016-09-27 14:00:00,3,82.0,840,60,False,False,0,True,15.687043486053495,81.41666666666667,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
0,2016-09-27 14:20:00,2016-09-27 14:00:00,3,91.0,840,60,False,False,0,True,15.178483574994033,107.75,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
0,2016-09-27 14:20:00,2016-09-27 14:00:00,2,51.0,840,60,False,False,0,True,16.412070576440396,62.083333333333336,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
1,2016-09-27 14:20:00,2016-09-27 14:00:00,1,89.0,840,60,False,False,0,True,11.33377895737099,88.5,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
0,2016-09-27 14:20:00,2016-09-27 14:00:00,1,54.0,840,60,False,False,0,True,16.511703838076905,47.5,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
1,2016-09-27 14:40:00,2016-09-27 14:20:00,3,86.0,860,80,False,False,0,True,15.68124724476708,81.58333333333333,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
0,2016-09-27 14:40:00,2016-09-27 14:20:00,3,115.0,860,80,False,False,0,True,12.96148139681572,104.0,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
0,2016-09-27 14:40:00,2016-09-27 14:20:00,2,55.0,860,80,False,False,0,True,12.673044646258477,58.333333333333336,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
1,2016-09-27 14:40:00,2016-09-27 14:20:00,1,93.0,860,80,False,False,0,True,10.932298546744482,89.33333333333333,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
0,2016-09-27 14:40:00,2016-09-27 14:20:00,1,47.0,860,80,False,False,0,True,16.60686240046201,47.833333333333336,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
1,2016-09-27 15:00:00,2016-09-27 14:40:00,3,91.0,880,100,False,False,0,True,15.201674548907732,83.0,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
0,2016-09-27 15:00:00,2016-09-27 14:40:00,3,108.0,880,100,False,False,0,True,12.693054650620407,103.75,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
0,2016-09-27 15:00:00,2016-09-27 14:40:00,2,66.0,880,100,False,False,0,True,12.464191133244894,57.416666666666664,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
1,2016-09-27 15:00:00,2016-09-27 14:40:00,1,105.0,880,100,False,False,0,True,10.982079065735258,89.66666666666667,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
0,2016-09-27 15:00:00,2016-09-27 14:40:00,1,38.0,880,100,False,False,0,True,16.117936554903014,48.833333333333336,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
1,2016-09-27 15:20:00,2016-09-27 15:00:00,3,75.0,900,120,False,False,0,True,15.315618884595615,83.25,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
0,2016-09-27 15:20:00,2016-09-27 15:00:00,3,108.0,900,120,False,False,0,True,12.652703627719614,104.5,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
0,2016-09-27 15:20:00,2016-09-27 15:00:00,2,68.0,900,120,False,False,0,True,12.693054650620407,58.25,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
1,2016-09-27 15:20:00,2016-09-27 15:00:00,1,117.0,900,120,False,False,0,True,11.687859539114106,90.33333333333333,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
0,2016-09-27 15:20:00,2016-09-27 15:00:00,1,39.0,900,120,False,False,0,True,16.11793655490301,47.166666666666664,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
1,2016-09-27 15:40:00,2016-09-27 15:20:00,3,106.0,920,140,False,False,0,True,12.852013166202502,84.91666666666667,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
0,2016-09-27 15:40:00,2016-09-27 15:20:00,3,118.0,920,140,False,False,0,True,12.663476472266073,105.0,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
0,2016-09-27 15:40:00,2016-09-27 15:20:00,2,84.0,920,140,False,False,0,True,12.693054650620407,59.75,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
1,2016-09-27 15:40:00,2016-09-27 15:20:00,1,96.0,920,140,False,False,0,True,13.96966410303108,92.66666666666667,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
0,2016-09-27 15:40:00,2016-09-27 15:20:00,1,47.0,920,140,False,False,0,True,15.543682337401926,47.833333333333336,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
1,2016-09-27 16:00:00,2016-09-27 15:40:00,3,70.0,940,160,False,False,0,True,8.836906081367454,89.5,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
0,2016-09-27 16:00:00,2016-09-27 15:40:00,3,114.0,940,160,False,False,0,True,13.027651245320355,106.58333333333333,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
0,2016-09-27 16:00:00,2016-09-27 15:40:00,2,71.0,940,160,False,False,0,True,14.253122996435382,62.333333333333336,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
1,2016-09-27 16:00:00,2016-09-27 15:40:00,1,112.0,940,160,False,False,0,True,13.948769903406602,93.25,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
0,2016-09-27 16:00:00,2016-09-27 15:40:00,1,44.0,940,160,False,False,0,True,15.543682337401926,47.833333333333336,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0
1,2016-09-27 16:20:00,2016-09-27 16:00:00,3,72.0,960,180,False,False,0,True,10.10063004335508,88.75,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 16:20:00,2016-09-27 16:00:00,3,115.0,960,180,False,False,0,True,11.413375991140901,108.91666666666667,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 16:20:00,2016-09-27 16:00:00,2,71.0,960,180,False,False,0,True,14.458928247301252,62.833333333333336,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
1,2016-09-27 16:20:00,2016-09-27 16:00:00,1,79.0,960,180,False,False,0,True,13.48708697797694,96.41666666666667,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 16:20:00,2016-09-27 16:00:00,1,58.0,960,180,False,False,0,True,14.900427083568017,48.75,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
1,2016-09-27 16:40:00,2016-09-27 16:20:00,3,91.0,980,200,False,False,0,True,10.880549785574424,86.75,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 16:40:00,2016-09-27 16:20:00,3,83.0,980,200,False,False,0,True,10.87497823055989,110.41666666666667,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 16:40:00,2016-09-27 16:20:00,2,67.0,980,200,False,False,0,True,13.930563738076287,64.66666666666667,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
1,2016-09-27 16:40:00,2016-09-27 16:20:00,1,97.0,980,200,False,False,0,True,14.227587371871676,95.66666666666667,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 16:40:00,2016-09-27 16:20:00,1,53.0,980,200,False,False,0,True,14.340819045964247,50.75,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
1,2016-09-27 17:00:00,2016-09-27 16:40:00,3,84.0,1000,220,False,False,0,True,10.911489635270065,86.83333333333333,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 17:00:00,2016-09-27 16:40:00,3,153.0,1000,220,False,False,0,True,12.580347829656837,109.58333333333333,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 17:00:00,2016-09-27 16:40:00,2,83.0,1000,220,False,False,0,True,13.918322347527987,65.08333333333333,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
1,2016-09-27 17:00:00,2016-09-27 16:40:00,1,119.0,1000,220,False,False,0,True,13.344786747390659,97.08333333333333,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 17:00:00,2016-09-27 16:40:00,1,48.0,1000,220,False,False,0,True,14.190265549440447,51.5,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
1,2016-09-27 17:20:00,2016-09-27 17:00:00,3,76.0,1020,240,False,False,0,True,10.911489635270065,86.83333333333333,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 17:20:00,2016-09-27 17:00:00,3,138.0,1020,240,False,False,0,True,17.455571308237655,113.83333333333333,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 17:20:00,2016-09-27 17:00:00,2,93.0,1020,240,False,False,0,True,14.85383329771691,66.5,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
1,2016-09-27 17:20:00,2016-09-27 17:00:00,1,94.0,1020,240,False,False,0,True,12.568599642350653,100.83333333333333,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 17:20:00,2016-09-27 17:00:00,1,52.0,1020,240,False,False,0,True,13.507293203931336,52.416666666666664,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
1,2016-09-27 17:40:00,2016-09-27 17:20:00,3,73.0,1040,260,False,False,0,True,10.996900389737927,85.25,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 17:40:00,2016-09-27 17:20:00,3,140.0,1040,260,False,False,0,True,18.337533954028594,114.58333333333333,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 17:40:00,2016-09-27 17:20:00,2,21.0,1040,260,False,False,0,True,16.71938631612652,68.58333333333333,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
1,2016-09-27 17:40:00,2016-09-27 17:20:00,1,142.0,1040,260,False,False,0,True,12.218651911952257,101.25,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 17:40:00,2016-09-27 17:20:00,1,77.0,1040,260,False,False,0,True,13.429952954632283,52.0,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
1,2016-09-27 18:00:00,2016-09-27 17:40:00,3,82.0,1060,280,False,False,0,True,11.362818152361516,83.75,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 18:00:00,2016-09-27 17:40:00,3,104.0,1060,280,False,False,0,True,19.74534851246713,116.33333333333333,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 18:00:00,2016-09-27 17:40:00,2,59.0,1060,280,False,False,0,True,20.995670549381884,63.5,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
1,2016-09-27 18:00:00,2016-09-27 17:40:00,1,110.0,1060,280,False,False,0,True,16.77299416721217,103.66666666666667,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 18:00:00,2016-09-27 17:40:00,1,45.0,1060,280,False,False,0,True,15.258132456516623,53.916666666666664,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
1,2016-09-27 18:20:00,2016-09-27 18:00:00,3,83.0,1080,300,False,False,0,True,10.298573010888745,82.33333333333333,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 18:20:00,2016-09-27 18:00:00,3,92.0,1080,300,False,False,0,True,20.05201569252661,115.58333333333333,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 18:20:00,2016-09-27 18:00:00,2,43.0,1080,300,False,False,0,True,18.626105824401893,65.75,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
1,2016-09-27 18:20:00,2016-09-27 18:00:00,1,76.0,1080,300,False,False,0,True,16.84398103091122,104.41666666666667,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 18:20:00,2016-09-27 18:00:00,1,30.0,1080,300,False,False,0,True,10.311805532172013,50.166666666666664,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
1,2016-09-27 18:40:00,2016-09-27 18:20:00,3,81.0,1100,320,False,False,0,True,10.29967637032025,82.41666666666667,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 18:40:00,2016-09-27 18:20:00,3,72.0,1100,320,False,False,0,True,19.942341128788506,115.66666666666667,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 18:40:00,2016-09-27 18:20:00,2,64.0,1100,320,False,False,0,True,19.33183118511273,65.08333333333333,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
1,2016-09-27 18:40:00,2016-09-27 18:20:00,1,85.0,1100,320,False,False,0,True,18.282298111627657,103.33333333333333,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 18:40:00,2016-09-27 18:20:00,1,18.0,1100,320,False,False,0,True,11.730560967236844,48.166666666666664,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
1,2016-09-27 19:00:00,2016-09-27 18:40:00,3,83.0,1120,340,False,False,0,True,10.242513895967674,82.0,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 19:00:00,2016-09-27 18:40:00,3,74.0,1120,340,False,False,0,True,23.600686944290924,112.08333333333333,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 19:00:00,2016-09-27 18:40:00,2,60.0,1120,340,False,False,0,True,19.07798985663052,65.83333333333333,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
1,2016-09-27 19:00:00,2016-09-27 18:40:00,1,64.0,1120,340,False,False,0,True,18.830986713554353,102.66666666666667,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
0,2016-09-27 19:00:00,2016-09-27 18:40:00,1,12.0,1120,340,False,False,0,True,14.623300212021535,45.75,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2
1,2016-09-27 19:20:00,2016-09-27 19:00:00,3,53.0,1140,360,False,False,0,True,9.856546816787061,81.33333333333333,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 19:20:00,2016-09-27 19:00:00,3,51.0,1140,360,False,False,0,True,26.049341293364442,109.25,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 19:20:00,2016-09-27 19:00:00,2,24.0,1140,360,False,False,0,True,19.151706941885852,65.33333333333333,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
1,2016-09-27 19:20:00,2016-09-27 19:00:00,1,45.0,1140,360,False,False,0,True,21.847092587926994,99.25,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 19:20:00,2016-09-27 19:00:00,1,40.0,1140,360,False,False,0,True,17.51600999259266,43.583333333333336,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
1,2016-09-27 19:40:00,2016-09-27 19:20:00,3,56.0,1160,380,False,False,0,True,12.76002279849773,79.5,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 19:40:00,2016-09-27 19:20:00,3,65.0,1160,380,False,False,0,True,31.02052106707312,104.5,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 19:40:00,2016-09-27 19:20:00,2,29.0,1160,380,False,False,0,True,22.51194968872929,61.666666666666664,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
1,2016-09-27 19:40:00,2016-09-27 19:20:00,1,50.0,1160,380,False,False,0,True,26.01791340945346,93.25,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 19:40:00,2016-09-27 19:20:00,1,37.0,1160,380,False,False,0,True,17.494587907710372,43.666666666666664,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
1,2016-09-27 20:00:00,2016-09-27 19:40:00,3,48.0,1180,400,False,False,0,True,11.412380305721689,75.33333333333333,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 20:00:00,2016-09-27 19:40:00,3,64.0,1180,400,False,False,0,True,32.65371573826096,100.08333333333333,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 20:00:00,2016-09-27 19:40:00,2,8.0,1180,400,False,False,0,True,23.141691355384527,57.083333333333336,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
1,2016-09-27 20:00:00,2016-09-27 19:40:00,1,31.0,1180,400,False,False,0,True,28.814321986039364,89.41666666666667,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 20:00:00,2016-09-27 19:40:00,1,55.0,1180,400,False,False,0,True,17.559422921421234,42.833333333333336,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
1,2016-09-27 20:20:00,2016-09-27 20:00:00,3,62.0,1200,420,False,False,0,True,13.853125672897468,73.5,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 20:20:00,2016-09-27 20:00:00,3,56.0,1200,420,False,False,0,True,33.88337842266224,95.91666666666667,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 20:20:00,2016-09-27 20:00:00,2,12.0,1200,420,False,False,0,True,26.58719217741482,51.833333333333336,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
1,2016-09-27 20:20:00,2016-09-27 20:00:00,1,45.0,1200,420,False,False,0,True,32.31755316270466,82.66666666666667,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 20:20:00,2016-09-27 20:00:00,1,47.0,1200,420,False,False,0,True,17.909494688572316,43.75,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
1,2016-09-27 20:40:00,2016-09-27 20:20:00,3,34.0,1220,440,False,False,0,True,14.246743381197577,72.66666666666667,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 20:40:00,2016-09-27 20:20:00,3,51.0,1220,440,False,False,0,True,35.12057154225349,91.0,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 20:40:00,2016-09-27 20:20:00,2,6.0,1220,440,False,False,0,True,28.1310515375103,46.916666666666664,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
1,2016-09-27 20:40:00,2016-09-27 20:20:00,1,36.0,1220,440,False,False,0,True,34.109005298076966,79.83333333333333,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 20:40:00,2016-09-27 20:20:00,1,51.0,1220,440,False,False,0,True,17.387735140993303,42.833333333333336,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
1,2016-09-27 21:00:00,2016-09-27 20:40:00,3,38.0,1240,460,False,False,0,True,16.84398103091122,67.91666666666667,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 21:00:00,2016-09-27 20:40:00,3,29.0,1240,460,False,False,0,True,36.95041722813605,88.33333333333333,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 21:00:00,2016-09-27 20:40:00,2,14.0,1240,460,False,False,0,True,29.642823240996623,41.833333333333336,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
1,2016-09-27 21:00:00,2016-09-27 20:40:00,1,45.0,1240,460,False,False,0,True,35.82057560067449,74.75,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 21:00:00,2016-09-27 20:40:00,1,44.0,1240,460,False,False,0,True,17.29074020884291,42.666666666666664,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
1,2016-09-27 21:20:00,2016-09-27 21:00:00,3,39.0,1260,480,False,False,0,True,18.04266828348509,64.08333333333333,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 21:20:00,2016-09-27 21:00:00,3,36.0,1260,480,False,False,0,True,34.47792442603343,78.0,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 21:20:00,2016-09-27 21:00:00,2,12.0,1260,480,False,False,0,True,27.54981713627922,36.083333333333336,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
1,2016-09-27 21:20:00,2016-09-27 21:00:00,1,22.0,1260,480,False,False,0,True,33.82430092896723,68.58333333333333,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 21:20:00,2016-09-27 21:00:00,1,34.0,1260,480,False,False,0,True,17.216975414521634,42.333333333333336,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
1,2016-09-27 21:40:00,2016-09-27 21:20:00,3,23.0,1280,500,False,False,0,True,18.959286522824254,61.0,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 21:40:00,2016-09-27 21:20:00,3,41.0,1280,500,False,False,0,True,30.708305065568176,69.5,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 21:40:00,2016-09-27 21:20:00,2,7.0,1280,500,False,False,0,True,21.6220986843357,29.333333333333332,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
1,2016-09-27 21:40:00,2016-09-27 21:20:00,1,34.0,1280,500,False,False,0,True,35.261254382197755,62.583333333333336,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 21:40:00,2016-09-27 21:20:00,1,39.0,1280,500,False,False,0,True,17.08179963551495,40.833333333333336,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
1,2016-09-27 22:00:00,2016-09-27 21:40:00,3,45.0,1300,520,False,False,0,True,21.41721199635867,56.833333333333336,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 22:00:00,2016-09-27 21:40:00,3,32.0,1300,520,False,False,0,True,22.15287791687572,61.25,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 22:00:00,2016-09-27 21:40:00,2,11.0,1300,520,False,False,0,True,22.473553480938566,28.166666666666668,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
1,2016-09-27 22:00:00,2016-09-27 21:40:00,1,29.0,1300,520,False,False,0,True,25.610574283906935,53.583333333333336,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
0,2016-09-27 22:00:00,2016-09-27 21:40:00,1,26.0,1300,520,False,False,0,True,12.737441824888709,37.666666666666664,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0
1,2016-09-27 22:20:00,2016-09-27 22:00:00,3,20.0,1320,540,False,False,0,True,20.086743706416748,53.75,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0
0,2016-09-27 22:20:00,2016-09-27 22:00:00,3,32.0,1320,540,False,False,0,True,19.055540831045345,55.25,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0
0,2016-09-27 22:20:00,2016-09-27 22:00:00,2,4.0,1320,540,False,False,0,True,20.687428476485348,24.166666666666668,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0
1,2016-09-27 22:20:00,2016-09-27 22:00:00,1,19.0,1320,540,False,False,0,True,19.28180175159673,46.833333333333336,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0
0,2016-09-27 22:20:00,2016-09-27 22:00:00,1,26.0,1320,540,False,False,0,True,12.922554865134998,36.083333333333336,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0
1,2016-09-27 22:40:00,2016-09-27 22:20:00,3,30.0,1340,560,False,False,0,True,19.979534984123585,48.5,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0
0,2016-09-27 22:40:00,2016-09-27 22:20:00,3,21.0,1340,560,False,False,0,True,16.192731253699773,50.25,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0
0,2016-09-27 22:40:00,2016-09-27 22:20:00,2,6.0,1340,560,False,False,0,True,20.522530117513348,20.916666666666668,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0
1,2016-09-27 22:40:00,2016-09-27 22:20:00,1,16.0,1340,560,False,False,0,True,18.44627744329873,42.083333333333336,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0
0,2016-09-27 22:40:00,2016-09-27 22:20:00,1,20.0,1340,560,False,False,0,True,13.143439428094915,35.75,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0
1,2016-09-27 23:00:00,2016-09-27 22:40:00,3,20.0,1360,580,False,False,0,True,17.73607007818197,44.25,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0
0,2016-09-27 23:00:00,2016-09-27 22:40:00,3,24.0,1360,580,False,False,0,True,16.651508258194728,46.0,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0
0,2016-09-27 23:00:00,2016-09-27 22:40:00,2,3.0,1360,580,False,False,0,True,15.721776058201645,16.083333333333332,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0
1,2016-09-27 23:00:00,2016-09-27 22:40:00,1,19.0,1360,580,False,False,0,True,14.092766251026113,36.333333333333336,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0
0,2016-09-27 23:00:00,2016-09-27 22:40:00,1,16.0,1360,580,False,False,0,True,12.908477364847796,35.916666666666664,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0
1,2016-09-27 23:20:00,2016-09-27 23:00:00,3,17.0,1380,600,False,False,0,True,14.193468408199085,39.0,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0
0,2016-09-27 23:20:00,2016-09-27 23:00:00,3,4.0,1380,600,False,False,0,True,15.200677815828017,41.833333333333336,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0
0,2016-09-27 23:20:00,2016-09-27 23:00:00,2,8.0,1380,600,False,False,0,True,7.923880286064321,11.333333333333334,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0
1,2016-09-27 23:20:00,2016-09-27 23:00:00,1,11.0,1380,600,False,False,0,True,11.874023085813176,32.583333333333336,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0
0,2016-09-27 23:20:00,2016-09-27 23:00:00,1,12.0,1380,600,False,False,0,True,12.270622715175534,36.25,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0
1,2016-09-27 23:40:00,2016-09-27 23:20:00,3,9.0,1400,620,False,False,0,True,14.758664635331403,36.0,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0
0,2016-09-27 23:40:00,2016-09-27 23:20:00,3,15.0,1400,620,False,False,0,True,18.352400553077683,37.916666666666664,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0
0,2016-09-27 23:40:00,2016-09-27 23:20:00,2,12.0,1400,620,False,False,0,True,6.875516509523286,10.0,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0
