intersection_id,tollgate_id,time_window_start,time_window_end,avg_travel_time
A,2.0,2016-10-05 16:20:00,2016-10-05 16:40:00,75.49
A,2.0,2016-10-06 16:20:00,2016-10-06 16:40:00,75.86
A,2.0,2016-10-07 16:20:00,2016-10-07 16:40:00,58.63
A,2.0,2016-10-08 16:20:00,2016-10-08 16:40:00,62.28
A,2.0,2016-10-09 16:20:00,2016-10-09 16:40:00,64.52
A,2.0,2016-10-10 16:20:00,2016-10-10 16:40:00,54.93
A,2.0,2016-10-11 16:20:00,2016-10-11 16:40:00,85.57
A,2.0,2016-10-12 16:20:00,2016-10-12 16:40:00,57.58
A,2.0,2016-10-13 16:20:00,2016-10-13 16:40:00,95.89
A,2.0,2016-10-14 16:20:00,2016-10-14 16:40:00,88.86
A,2.0,2016-10-15 16:20:00,2016-10-15 16:40:00,55.51
A,2.0,2016-10-16 16:20:00,2016-10-16 16:40:00,71.52
A,2.0,2016-10-17 16:20:00,2016-10-17 16:40:00,69.77
A,2.0,2016-07-19 16:40:00,2016-07-19 17:00:00,61.6
A,2.0,2016-07-20 16:40:00,2016-07-20 17:00:00,52.87
A,2.0,2016-07-21 16:40:00,2016-07-21 17:00:00,74.38
A,2.0,2016-07-22 16:40:00,2016-07-22 17:00:00,70.04
A,2.0,2016-07-23 16:40:00,2016-07-23 17:00:00,127.52
A,2.0,2016-07-24 16:40:00,2016-07-24 17:00:00,69.6
A,2.0,2016-07-25 16:40:00,2016-07-25 17:00:00,84.61
A,2.0,2016-07-26 16:40:00,2016-07-26 17:00:00,89.77
A,2.0,2016-07-27 16:40:00,2016-07-27 17:00:00,80.88
A,2.0,2016-07-28 16:40:00,2016-07-28 17:00:00,71.22
A,2.0,2016-07-29 16:40:00,2016-07-29 17:00:00,94.28
A,2.0,2016-07-30 16:40:00,2016-07-30 17:00:00,
A,2.0,2016-07-31 16:40:00,2016-07-31 17:00:00,70.65
A,2.0,2016-08-01 16:40:00,2016-08-01 17:00:00,81.44
A,2.0,2016-08-02 16:40:00,2016-08-02 17:00:00,64.11
A,2.0,2016-08-03 16:40:00,2016-08-03 17:00:00,57.66
A,2.0,2016-08-04 16:40:00,2016-08-04 17:00:00,60.51
A,2.0,2016-08-05 16:40:00,2016-08-05 17:00:00,59.64
A,2.0,2016-08-06 16:40:00,2016-08-06 17:00:00,96.29
A,2.0,2016-08-07 16:40:00,2016-08-07 17:00:00,53.23
A,2.0,2016-08-08 16:40:00,2016-08-08 17:00:00,
A,2.0,2016-08-09 16:40:00,2016-08-09 17:00:00,61.75
A,2.0,2016-08-10 16:40:00,2016-08-10 17:00:00,69.18
A,2.0,2016-08-11 16:40:00,2016-08-11 17:00:00,61.13
A,2.0,2016-08-12 16:40:00,2016-08-12 17:00:00,74.09
A,2.0,2016-08-13 16:40:00,2016-08-13 17:00:00,48.67
A,2.0,2016-08-14 16:40:00,2016-08-14 17:00:00,43.89
A,2.0,2016-08-15 16:40:00,2016-08-15 17:00:00,60.68
A,2.0,2016-08-16 16:40:00,2016-08-16 17:00:00,72.5
A,2.0,2016-08-17 16:40:00,2016-08-17 17:00:00,49.57
A,2.0,2016-08-18 16:40:00,2016-08-18 17:00:00,42.44
A,2.0,2016-08-19 16:40:00,2016-08-19 17:00:00,71.48
A,2.0,2016-08-20 16:40:00,2016-08-20 17:00:00,34.11
A,2.0,2016-08-21 16:40:00,2016-08-21 17:00:00,53.74
A,2.0,2016-08-22 16:40:00,2016-08-22 17:00:00,44.06
A,2.0,2016-08-23 16:40:00,2016-08-23 17:00:00,41.44
A,2.0,2016-08-24 16:40:00,2016-08-24 17:00:00,50.8
A,2.0,2016-08-25 16:40:00,2016-08-25 17:00:00,57.47
A,2.0,2016-08-26 16:40:00,2016-08-26 17:00:00,90.02
A,2.0,2016-08-27 16:40:00,2016-08-27 17:00:00,44.77
A,2.0,2016-08-28 16:40:00,2016-08-28 17:00:00,61.24
A,2.0,2016-08-29 16:40:00,2016-08-29 17:00:00,48.09
A,2.0,2016-08-30 16:40:00,2016-08-30 17:00:00,84.96
A,2.0,2016-08-31 16:40:00,2016-08-31 17:00:00,52.6
A,2.0,2016-09-01 16:40:00,2016-09-01 17:00:00,38.8
A,2.0,2016-09-02 16:40:00,2016-09-02 17:00:00,52.28
A,2.0,2016-09-03 16:40:00,2016-09-03 17:00:00,35.48
A,2.0,2016-09-04 16:40:00,2016-09-04 17:00:00,21.97
A,2.0,2016-09-05 16:40:00,2016-09-05 17:00:00,37.64
A,2.0,2016-09-06 16:40:00,2016-09-06 17:00:00,75.19
A,2.0,2016-09-07 16:40:00,2016-09-07 17:00:00,92.1
A,2.0,2016-09-08 16:40:00,2016-09-08 17:00:00,124.25
A,2.0,2016-09-09 16:40:00,2016-09-09 17:00:00,57.84
A,2.0,2016-09-10 16:40:00,2016-09-10 17:00:00,55.91
A,2.0,2016-09-11 16:40:00,2016-09-11 17:00:00,100.09
A,2.0,2016-09-12 16:40:00,2016-09-12 17:00:00,59.61
A,2.0,2016-09-13 16:40:00,2016-09-13 17:00:00,73.34
A,2.0,2016-09-14 16:40:00,2016-09-14 17:00:00,87.11
A,2.0,2016-09-15 16:40:00,2016-09-15 17:00:00,69.57
A,2.0,2016-09-16 16:40:00,2016-09-16 17:00:00,118.5
A,2.0,2016-09-17 16:40:00,2016-09-17 17:00:00,62.3
A,2.0,2016-09-18 16:40:00,2016-09-18 17:00:00,70.27
A,2.0,2016-09-19 16:40:00,2016-09-19 17:00:00,84.96
A,2.0,2016-09-20 16:40:00,2016-09-20 17:00:00,70.52
A,2.0,2016-09-21 16:40:00,2016-09-21 17:00:00,78.4
A,2.0,2016-09-22 16:40:00,2016-09-22 17:00:00,100.72
A,2.0,2016-09-23 16:40:00,2016-09-23 17:00:00,91.04
A,2.0,2016-09-24 16:40:00,2016-09-24 17:00:00,77.64
A,2.0,2016-09-25 16:40:00,2016-09-25 17:00:00,59.51
A,2.0,2016-09-26 16:40:00,2016-09-26 17:00:00,67.63
A,2.0,2016-09-27 16:40:00,2016-09-27 17:00:00,228.34
A,2.0,2016-09-28 16:40:00,2016-09-28 17:00:00,85.11
A,2.0,2016-09-29 16:40:00,2016-09-29 17:00:00,64.73
A,2.0,2016-09-30 16:40:00,2016-09-30 17:00:00,115.09
A,2.0,2016-10-01 16:40:00,2016-10-01 17:00:00,56.73
A,2.0,2016-10-02 16:40:00,2016-10-02 17:00:00,45.26
A,2.0,2016-10-03 16:40:00,2016-10-03 17:00:00,51.46
A,2.0,2016-10-04 16:40:00,2016-10-04 17:00:00,68.37
A,2.0,2016-10-05 16:40:00,2016-10-05 17:00:00,74.27
A,2.0,2016-10-06 16:40:00,2016-10-06 17:00:00,62.08
A,2.0,2016-10-07 16:40:00,2016-10-07 17:00:00,56.98
A,2.0,2016-10-08 16:40:00,2016-10-08 17:00:00,62.6
A,2.0,2016-10-09 16:40:00,2016-10-09 17:00:00,78.48
A,2.0,2016-10-10 16:40:00,2016-10-10 17:00:00,84.15
A,2.0,2016-10-11 16:40:00,2016-10-11 17:00:00,65.04
A,2.0,2016-10-12 16:40:00,2016-10-12 17:00:00,55.76
A,2.0,2016-10-13 16:40:00,2016-10-13 17:00:00,73.99
A,2.0,2016-10-14 16:40:00,2016-10-14 17:00:00,58.31
A,2.0,2016-10-15 16:40:00,2016-10-15 17:00:00,78.04
A,2.0,2016-10-16 16:40:00,2016-10-16 17:00:00,72.03
A,2.0,2016-10-17 16:40:00,2016-10-17 17:00:00,61.9
A,3.0,2016-07-19 06:00:00,2016-07-19 06:20:00,124.66
A,3.0,2016-07-20 06:00:00,2016-07-20 06:20:00,97.48
A,3.0,2016-07-21 06:00:00,2016-07-21 06:20:00,
A,3.0,2016-07-22 06:00:00,2016-07-22 06:20:00,71.78
A,3.0,2016-07-23 06:00:00,2016-07-23 06:20:00,111.21
A,3.0,2016-07-24 06:00:00,2016-07-24 06:20:00,97.82
A,3.0,2016-07-25 06:00:00,2016-07-25 06:20:00,60.44
A,3.0,2016-07-26 06:00:00,2016-07-26 06:20:00,98.94
A,3.0,2016-07-27 06:00:00,2016-07-27 06:20:00,169.39
A,3.0,2016-07-28 06:00:00,2016-07-28 06:20:00,196.11
A,3.0,2016-07-29 06:00:00,2016-07-29 06:20:00,133.75
A,3.0,2016-07-30 06:00:00,2016-07-30 06:20:00,71.59
A,3.0,2016-07-31 06:00:00,2016-07-31 06:20:00,81.92
A,3.0,2016-08-01 06:00:00,2016-08-01 06:20:00,91.5
A,3.0,2016-08-02 06:00:00,2016-08-02 06:20:00,78.75
A,3.0,2016-08-03 06:00:00,2016-08-03 06:20:00,
A,3.0,2016-08-04 06:00:00,2016-08-04 06:20:00,84.41
A,3.0,2016-08-05 06:00:00,2016-08-05 06:20:00,106.72
A,3.0,2016-08-06 06:00:00,2016-08-06 06:20:00,82.01
A,3.0,2016-08-07 06:00:00,2016-08-07 06:20:00,79.52
A,3.0,2016-08-08 06:00:00,2016-08-08 06:20:00,173.99
A,3.0,2016-08-09 06:00:00,2016-08-09 06:20:00,
A,3.0,2016-08-10 06:00:00,2016-08-10 06:20:00,94.57
A,3.0,2016-08-11 06:00:00,2016-08-11 06:20:00,112.8
A,3.0,2016-08-12 06:00:00,2016-08-12 06:20:00,59.74
A,3.0,2016-08-13 06:00:00,2016-08-13 06:20:00,83.33
A,3.0,2016-08-14 06:00:00,2016-08-14 06:20:00,
A,3.0,2016-08-15 06:00:00,2016-08-15 06:20:00,88.1
A,3.0,2016-08-16 06:00:00,2016-08-16 06:20:00,94.08
A,3.0,2016-08-17 06:00:00,2016-08-17 06:20:00,109.11
A,3.0,2016-08-18 06:00:00,2016-08-18 06:20:00,116.26
A,3.0,2016-08-19 06:00:00,2016-08-19 06:20:00,94.26
A,3.0,2016-08-20 06:00:00,2016-08-20 06:20:00,
A,3.0,2016-08-21 06:00:00,2016-08-21 06:20:00,110.43
A,3.0,2016-08-22 06:00:00,2016-08-22 06:20:00,
A,3.0,2016-08-23 06:00:00,2016-08-23 06:20:00,95.87
A,3.0,2016-08-24 06:00:00,2016-08-24 06:20:00,70.88
A,3.0,2016-08-25 06:00:00,2016-08-25 06:20:00,106.14
A,3.0,2016-08-26 06:00:00,2016-08-26 06:20:00,96.6
A,3.0,2016-08-27 06:00:00,2016-08-27 06:20:00,68.26
A,3.0,2016-08-28 06:00:00,2016-08-28 06:20:00,229.95
A,3.0,2016-08-29 06:00:00,2016-08-29 06:20:00,
A,3.0,2016-08-30 06:00:00,2016-08-30 06:20:00,
A,3.0,2016-08-31 06:00:00,2016-08-31 06:20:00,188.58
A,3.0,2016-09-01 06:00:00,2016-09-01 06:20:00,70.75
A,3.0,2016-09-02 06:00:00,2016-09-02 06:20:00,119.1
A,3.0,2016-09-03 06:00:00,2016-09-03 06:20:00,
A,3.0,2016-09-04 06:00:00,2016-09-04 06:20:00,
A,3.0,2016-09-05 06:00:00,2016-09-05 06:20:00,102.73
A,3.0,2016-09-06 06:00:00,2016-09-06 06:20:00,
A,3.0,2016-09-07 06:00:00,2016-09-07 06:20:00,106.74
A,3.0,2016-09-08 06:00:00,2016-09-08 06:20:00,97.14
A,3.0,2016-09-09 06:00:00,2016-09-09 06:20:00,141.31
A,3.0,2016-09-10 06:00:00,2016-09-10 06:20:00,
A,3.0,2016-09-11 06:00:00,2016-09-11 06:20:00,104.57
A,3.0,2016-09-12 06:00:00,2016-09-12 06:20:00,114.39
A,3.0,2016-09-13 06:00:00,2016-09-13 06:20:00,97.39
A,3.0,2016-09-14 06:00:00,2016-09-14 06:20:00,97.37
A,3.0,2016-09-15 06:00:00,2016-09-15 06:20:00,85.36
A,3.0,2016-09-16 06:00:00,2016-09-16 06:20:00,
A,3.0,2016-09-17 06:00:00,2016-09-17 06:20:00,126.67
A,3.0,2016-09-18 06:00:00,2016-09-18 06:20:00,86.25
A,3.0,2016-09-19 06:00:00,2016-09-19 06:20:00,102.13
A,3.0,2016-09-20 06:00:00,2016-09-20 06:20:00,97.82
A,3.0,2016-09-21 06:00:00,2016-09-21 06:20:00,121.07
A,3.0,2016-09-22 06:00:00,2016-09-22 06:20:00,70.18
A,3.0,2016-09-23 06:00:00,2016-09-23 06:20:00,180.45
A,3.0,2016-09-24 06:00:00,2016-09-24 06:20:00,112.8
A,3.0,2016-09-25 06:00:00,2016-09-25 06:20:00,78.78
A,3.0,2016-09-26 06:00:00,2016-09-26 06:20:00,128.31
A,3.0,2016-09-27 06:00:00,2016-09-27 06:20:00,91.58
A,3.0,2016-09-28 06:00:00,2016-09-28 06:20:00,102.6
A,3.0,2016-09-29 06:00:00,2016-09-29 06:20:00,91.43
A,3.0,2016-09-30 06:00:00,2016-09-30 06:20:00,77.73
A,3.0,2016-10-01 06:00:00,2016-10-01 06:20:00,83.21
A,3.0,2016-10-02 06:00:00,2016-10-02 06:20:00,
A,3.0,2016-10-03 06:00:00,2016-10-03 06:20:00,83.6
A,3.0,2016-10-04 06:00:00,2016-10-04 06:20:00,71.88
A,3.0,2016-10-05 06:00:00,2016-10-05 06:20:00,77.84
A,3.0,2016-10-06 06:00:00,2016-10-06 06:20:00,82.5
A,3.0,2016-10-07 06:00:00,2016-10-07 06:20:00,79.71
A,3.0,2016-10-08 06:00:00,2016-10-08 06:20:00,95.39
A,3.0,2016-10-09 06:00:00,2016-10-09 06:20:00,105.17
A,3.0,2016-10-10 06:00:00,2016-10-10 06:20:00,94.29
A,3.0,2016-10-11 06:00:00,2016-10-11 06:20:00,97.47
A,3.0,2016-10-12 06:00:00,2016-10-12 06:20:00,93.64
A,3.0,2016-10-13 06:00:00,2016-10-13 06:20:00,121.44
A,3.0,2016-10-14 06:00:00,2016-10-14 06:20:00,114.99
A,3.0,2016-10-15 06:00:00,2016-10-15 06:20:00,86.17
A,3.0,2016-10-16 06:00:00,2016-10-16 06:20:00,107.9
A,3.0,2016-10-17 06:00:00,2016-10-17 06:20:00,68.25
A,3.0,2016-07-19 06:20:00,2016-07-19 06:40:00,89.85
A,3.0,2016-07-20 06:20:00,2016-07-20 06:40:00,
A,3.0,2016-07-21 06:20:00,2016-07-21 06:40:00,94.82
A,3.0,2016-07-22 06:20:00,2016-07-22 06:40:00,103.12
A,3.0,2016-07-23 06:20:00,2016-07-23 06:40:00,114.96
A,3.0,2016-07-24 06:20:00,2016-07-24 06:40:00,107.26
A,3.0,2016-07-25 06:20:00,2016-07-25 06:40:00,
A,3.0,2016-07-26 06:20:00,2016-07-26 06:40:00,178.86
A,3.0,2016-07-27 06:20:00,2016-07-27 06:40:00,129.14
A,3.0,2016-07-28 06:20:00,2016-07-28 06:40:00,102.33
A,3.0,2016-07-29 06:20:00,2016-07-29 06:40:00,140.17
A,3.0,2016-07-30 06:20:00,2016-07-30 06:40:00,
A,3.0,2016-07-31 06:20:00,2016-07-31 06:40:00,113.1
A,3.0,2016-08-01 06:20:00,2016-08-01 06:40:00,136.3
A,3.0,2016-08-02 06:20:00,2016-08-02 06:40:00,97.76
A,3.0,2016-08-03 06:20:00,2016-08-03 06:40:00,81.22
A,3.0,2016-08-04 06:20:00,2016-08-04 06:40:00,113.65
A,3.0,2016-08-05 06:20:00,2016-08-05 06:40:00,90.35
A,3.0,2016-08-06 06:20:00,2016-08-06 06:40:00,116.55
A,3.0,2016-08-07 06:20:00,2016-08-07 06:40:00,121.8
A,3.0,2016-08-08 06:20:00,2016-08-08 06:40:00,146.7
A,3.0,2016-08-09 06:20:00,2016-08-09 06:40:00,106.9
A,3.0,2016-08-10 06:20:00,2016-08-10 06:40:00,62.3
A,3.0,2016-08-11 06:20:00,2016-08-11 06:40:00,124.79
A,3.0,2016-08-12 06:20:00,2016-08-12 06:40:00,87.77
A,3.0,2016-08-13 06:20:00,2016-08-13 06:40:00,96.94
A,3.0,2016-08-14 06:20:00,2016-08-14 06:40:00,66.62
A,3.0,2016-08-15 06:20:00,2016-08-15 06:40:00,113.97
A,3.0,2016-08-16 06:20:00,2016-08-16 06:40:00,
A,3.0,2016-08-17 06:20:00,2016-08-17 06:40:00,133.09
A,3.0,2016-08-18 06:20:00,2016-08-18 06:40:00,104.87
A,3.0,2016-08-19 06:20:00,2016-08-19 06:40:00,80.46
A,3.0,2016-08-20 06:20:00,2016-08-20 06:40:00,73.87
A,3.0,2016-08-21 06:20:00,2016-08-21 06:40:00,81.01
A,3.0,2016-08-22 06:20:00,2016-08-22 06:40:00,115.0
A,3.0,2016-08-23 06:20:00,2016-08-23 06:40:00,102.35
A,3.0,2016-08-24 06:20:00,2016-08-24 06:40:00,77.99
A,3.0,2016-08-25 06:20:00,2016-08-25 06:40:00,81.78
A,3.0,2016-08-26 06:20:00,2016-08-26 06:40:00,88.27
A,3.0,2016-08-27 06:20:00,2016-08-27 06:40:00,72.12
A,3.0,2016-08-28 06:20:00,2016-08-28 06:40:00,192.5
A,3.0,2016-08-29 06:20:00,2016-08-29 06:40:00,91.92
A,3.0,2016-08-30 06:20:00,2016-08-30 06:40:00,104.93
A,3.0,2016-08-31 06:20:00,2016-08-31 06:40:00,130.54
A,3.0,2016-09-01 06:20:00,2016-09-01 06:40:00,115.41
A,3.0,2016-09-02 06:20:00,2016-09-02 06:40:00,89.07
A,3.0,2016-09-03 06:20:00,2016-09-03 06:40:00,120.58
A,3.0,2016-09-04 06:20:00,2016-09-04 06:40:00,134.19
A,3.0,2016-09-05 06:20:00,2016-09-05 06:40:00,
A,3.0,2016-09-06 06:20:00,2016-09-06 06:40:00,85.76
A,3.0,2016-09-07 06:20:00,2016-09-07 06:40:00,71.6
A,3.0,2016-09-08 06:20:00,2016-09-08 06:40:00,105.47
A,3.0,2016-09-09 06:20:00,2016-09-09 06:40:00,122.41
A,3.0,2016-09-10 06:20:00,2016-09-10 06:40:00,98.83
A,3.0,2016-09-11 06:20:00,2016-09-11 06:40:00,173.61
A,3.0,2016-09-12 06:20:00,2016-09-12 06:40:00,91.68
A,3.0,2016-09-13 06:20:00,2016-09-13 06:40:00,109.75
A,3.0,2016-09-14 06:20:00,2016-09-14 06:40:00,123.16
A,3.0,2016-09-15 06:20:00,2016-09-15 06:40:00,104.05
A,3.0,2016-09-16 06:20:00,2016-09-16 06:40:00,20.78
A,3.0,2016-09-17 06:20:00,2016-09-17 06:40:00,77.59
A,3.0,2016-09-18 06:20:00,2016-09-18 06:40:00,96.14
A,3.0,2016-09-19 06:20:00,2016-09-19 06:40:00,79.3
A,3.0,2016-09-20 06:20:00,2016-09-20 06:40:00,122.85
A,3.0,2016-09-21 06:20:00,2016-09-21 06:40:00,130.89
A,3.0,2016-09-22 06:20:00,2016-09-22 06:40:00,132.52
A,3.0,2016-09-23 06:20:00,2016-09-23 06:40:00,102.89
A,3.0,2016-09-24 06:20:00,2016-09-24 06:40:00,94.83
A,3.0,2016-09-25 06:20:00,2016-09-25 06:40:00,89.19
A,3.0,2016-09-26 06:20:00,2016-09-26 06:40:00,95.12
A,3.0,2016-09-27 06:20:00,2016-09-27 06:40:00,109.63
A,3.0,2016-09-28 06:20:00,2016-09-28 06:40:00,201.69
A,3.0,2016-09-29 06:20:00,2016-09-29 06:40:00,116.94
A,3.0,2016-09-30 06:20:00,2016-09-30 06:40:00,97.77
A,3.0,2016-10-01 06:20:00,2016-10-01 06:40:00,87.98
A,3.0,2016-10-02 06:20:00,2016-10-02 06:40:00,78.97
A,3.0,2016-10-03 06:20:00,2016-10-03 06:40:00,98.05
A,3.0,2016-10-04 06:20:00,2016-10-04 06:40:00,87.61
A,3.0,2016-10-05 06:20:00,2016-10-05 06:40:00,124.71
A,3.0,2016-10-06 06:20:00,2016-10-06 06:40:00,89.19
A,3.0,2016-10-07 06:20:00,2016-10-07 06:40:00,86.48
A,3.0,2016-10-08 06:20:00,2016-10-08 06:40:00,66.03
A,3.0,2016-10-09 06:20:00,2016-10-09 06:40:00,119.66
A,3.0,2016-10-10 06:20:00,2016-10-10 06:40:00,125.85
A,3.0,2016-10-11 06:20:00,2016-10-11 06:40:00,127.9
A,3.0,2016-10-12 06:20:00,2016-10-12 06:40:00,135.08
A,3.0,2016-10-13 06:20:00,2016-10-13 06:40:00,92.64
A,3.0,2016-10-14 06:20:00,2016-10-14 06:40:00,259.44
A,3.0,2016-10-15 06:20:00,2016-10-15 06:40:00,128.37
A,3.0,2016-10-16 06:20:00,2016-10-16 06:40:00,97.01
A,3.0,2016-10-17 06:20:00,2016-10-17 06:40:00,140.63
A,3.0,2016-07-19 06:40:00,2016-07-19 07:00:00,180.02
A,3.0,2016-07-20 06:40:00,2016-07-20 07:00:00,81.85
A,3.0,2016-07-21 06:40:00,2016-07-21 07:00:00,73.19
A,3.0,2016-07-22 06:40:00,2016-07-22 07:00:00,160.99
A,3.0,2016-07-23 06:40:00,2016-07-23 07:00:00,172.3
A,3.0,2016-07-24 06:40:00,2016-07-24 07:00:00,192.83
A,3.0,2016-07-25 06:40:00,2016-07-25 07:00:00,130.06
A,3.0,2016-07-26 06:40:00,2016-07-26 07:00:00,135.74
A,3.0,2016-07-27 06:40:00,2016-07-27 07:00:00,130.34
A,3.0,2016-07-28 06:40:00,2016-07-28 07:00:00,127.97
A,3.0,2016-07-29 06:40:00,2016-07-29 07:00:00,161.06
A,3.0,2016-07-30 06:40:00,2016-07-30 07:00:00,139.99
A,3.0,2016-07-31 06:40:00,2016-07-31 07:00:00,95.83
A,3.0,2016-08-01 06:40:00,2016-08-01 07:00:00,91.45
A,3.0,2016-08-02 06:40:00,2016-08-02 07:00:00,159.66
A,3.0,2016-08-03 06:40:00,2016-08-03 07:00:00,157.06
A,3.0,2016-08-04 06:40:00,2016-08-04 07:00:00,111.75
A,3.0,2016-08-05 06:40:00,2016-08-05 07:00:00,171.2
A,3.0,2016-08-06 06:40:00,2016-08-06 07:00:00,104.11
A,3.0,2016-08-07 06:40:00,2016-08-07 07:00:00,98.34
A,3.0,2016-08-08 06:40:00,2016-08-08 07:00:00,112.63
A,3.0,2016-08-09 06:40:00,2016-08-09 07:00:00,145.56
A,3.0,2016-08-10 06:40:00,2016-08-10 07:00:00,72.05
A,3.0,2016-08-11 06:40:00,2016-08-11 07:00:00,91.88
A,3.0,2016-08-12 06:40:00,2016-08-12 07:00:00,133.86
A,3.0,2016-08-13 06:40:00,2016-08-13 07:00:00,155.79
A,3.0,2016-08-14 06:40:00,2016-08-14 07:00:00,117.24
A,3.0,2016-08-15 06:40:00,2016-08-15 07:00:00,156.61
A,3.0,2016-08-16 06:40:00,2016-08-16 07:00:00,141.03
A,3.0,2016-08-17 06:40:00,2016-08-17 07:00:00,104.48
A,3.0,2016-08-18 06:40:00,2016-08-18 07:00:00,111.14
A,3.0,2016-08-19 06:40:00,2016-08-19 07:00:00,116.94
A,3.0,2016-08-20 06:40:00,2016-08-20 07:00:00,94.64
A,3.0,2016-08-21 06:40:00,2016-08-21 07:00:00,96.48
A,3.0,2016-08-22 06:40:00,2016-08-22 07:00:00,107.98
A,3.0,2016-08-23 06:40:00,2016-08-23 07:00:00,108.03
A,3.0,2016-08-24 06:40:00,2016-08-24 07:00:00,78.1
A,3.0,2016-08-25 06:40:00,2016-08-25 07:00:00,88.79
A,3.0,2016-08-26 06:40:00,2016-08-26 07:00:00,97.9
A,3.0,2016-08-27 06:40:00,2016-08-27 07:00:00,103.95
A,3.0,2016-08-28 06:40:00,2016-08-28 07:00:00,80.26
A,3.0,2016-08-29 06:40:00,2016-08-29 07:00:00,
A,3.0,2016-08-30 06:40:00,2016-08-30 07:00:00,127.15
A,3.0,2016-08-31 06:40:00,2016-08-31 07:00:00,75.54
A,3.0,2016-09-01 06:40:00,2016-09-01 07:00:00,48.49
A,3.0,2016-09-02 06:40:00,2016-09-02 07:00:00,97.88
A,3.0,2016-09-03 06:40:00,2016-09-03 07:00:00,104.69
A,3.0,2016-09-04 06:40:00,2016-09-04 07:00:00,
A,3.0,2016-09-05 06:40:00,2016-09-05 07:00:00,67.7
A,3.0,2016-09-06 06:40:00,2016-09-06 07:00:00,82.52
A,3.0,2016-09-07 06:40:00,2016-09-07 07:00:00,229.28
A,3.0,2016-09-08 06:40:00,2016-09-08 07:00:00,101.47
A,3.0,2016-09-09 06:40:00,2016-09-09 07:00:00,122.7
A,3.0,2016-09-10 06:40:00,2016-09-10 07:00:00,106.85
A,3.0,2016-09-11 06:40:00,2016-09-11 07:00:00,117.0
A,3.0,2016-09-12 06:40:00,2016-09-12 07:00:00,99.09
A,3.0,2016-09-13 06:40:00,2016-09-13 07:00:00,136.85
A,3.0,2016-09-14 06:40:00,2016-09-14 07:00:00,100.4
A,3.0,2016-09-15 06:40:00,2016-09-15 07:00:00,115.02
A,3.0,2016-09-16 06:40:00,2016-09-16 07:00:00,99.9
A,3.0,2016-09-17 06:40:00,2016-09-17 07:00:00,100.87
A,3.0,2016-09-18 06:40:00,2016-09-18 07:00:00,115.46
A,3.0,2016-09-19 06:40:00,2016-09-19 07:00:00,109.62
A,3.0,2016-09-20 06:40:00,2016-09-20 07:00:00,109.83
A,3.0,2016-09-21 06:40:00,2016-09-21 07:00:00,121.72
A,3.0,2016-09-22 06:40:00,2016-09-22 07:00:00,107.62
A,3.0,2016-09-23 06:40:00,2016-09-23 07:00:00,92.03
A,3.0,2016-09-24 06:40:00,2016-09-24 07:00:00,102.32
A,3.0,2016-09-25 06:40:00,2016-09-25 07:00:00,114.31
A,3.0,2016-09-26 06:40:00,2016-09-26 07:00:00,288.98
A,3.0,2016-09-27 06:40:00,2016-09-27 07:00:00,114.37
A,3.0,2016-09-28 06:40:00,2016-09-28 07:00:00,147.19
A,3.0,2016-09-29 06:40:00,2016-09-29 07:00:00,151.57
A,3.0,2016-09-30 06:40:00,2016-09-30 07:00:00,79.44
A,3.0,2016-10-01 06:40:00,2016-10-01 07:00:00,107.38
A,3.0,2016-10-02 06:40:00,2016-10-02 07:00:00,84.81
A,3.0,2016-10-03 06:40:00,2016-10-03 07:00:00,86.26
A,3.0,2016-10-04 06:40:00,2016-10-04 07:00:00,81.32
A,3.0,2016-10-05 06:40:00,2016-10-05 07:00:00,74.96
A,3.0,2016-10-06 06:40:00,2016-10-06 07:00:00,82.34
A,3.0,2016-10-07 06:40:00,2016-10-07 07:00:00,106.34
A,3.0,2016-10-08 06:40:00,2016-10-08 07:00:00,87.74
A,3.0,2016-10-09 06:40:00,2016-10-09 07:00:00,124.75
A,3.0,2016-10-10 06:40:00,2016-10-10 07:00:00,104.37
A,3.0,2016-10-11 06:40:00,2016-10-11 07:00:00,93.58
A,3.0,2016-10-12 06:40:00,2016-10-12 07:00:00,98.11
A,3.0,2016-10-13 06:40:00,2016-10-13 07:00:00,126.67
A,3.0,2016-10-14 06:40:00,2016-10-14 07:00:00,132.44
A,3.0,2016-10-15 06:40:00,2016-10-15 07:00:00,189.11
A,3.0,2016-10-16 06:40:00,2016-10-16 07:00:00,87.78
A,3.0,2016-10-17 06:40:00,2016-10-17 07:00:00,189.84
A,3.0,2016-07-19 07:00:00,2016-07-19 07:20:00,101.39
A,3.0,2016-07-20 07:00:00,2016-07-20 07:20:00,142.06
A,3.0,2016-07-21 07:00:00,2016-07-21 07:20:00,186.26
A,3.0,2016-07-22 07:00:00,2016-07-22 07:20:00,106.91
A,3.0,2016-07-23 07:00:00,2016-07-23 07:20:00,173.11
A,3.0,2016-07-24 07:00:00,2016-07-24 07:20:00,77.06
A,3.0,2016-07-25 07:00:00,2016-07-25 07:20:00,89.09
A,3.0,2016-07-26 07:00:00,2016-07-26 07:20:00,88.94
A,3.0,2016-07-27 07:00:00,2016-07-27 07:20:00,158.69
A,3.0,2016-07-28 07:00:00,2016-07-28 07:20:00,85.84
A,3.0,2016-07-29 07:00:00,2016-07-29 07:20:00,114.68
A,3.0,2016-07-30 07:00:00,2016-07-30 07:20:00,78.49
