intersection_id,tollgate_id,time_window_start,time_window_end,travel_time,vehicle_id,cost,extracost
A,3,2016-10-19 15:40:00,2016-10-19 16:00:00,110.66,1004257,111.13,-0.46999999999999886
B,1,2016-10-19 15:40:00,2016-10-19 16:00:00,117.02,1048618,116.22,0.7999999999999972
C,1,2016-10-19 15:40:00,2016-10-19 16:00:00,178.91,1029086,177.79,1.1200000000000045
A,2,2016-10-19 15:40:00,2016-10-19 16:00:00,38.21,1008253,38.010000000000005,0.19999999999999574
A,3,2016-10-19 15:40:00,2016-10-19 16:00:00,179.64,1002836,179.20999999999998,0.4300000000000068
B,1,2016-10-19 16:00:00,2016-10-19 16:20:00,153.49,1002376,151.9,1.5900000000000034
B,3,2016-10-19 16:00:00,2016-10-19 16:20:00,150.94,1041413,148.64,2.3000000000000114
A,2,2016-10-19 16:00:00,2016-10-19 16:20:00,80.92,1018816,80.74000000000001,0.1799999999999926
A,2,2016-10-19 16:00:00,2016-10-19 16:20:00,107.27,1049325,107.50999999999999,-0.23999999999999488
A,3,2016-10-19 16:00:00,2016-10-19 16:20:00,74.27,1002344,74.47,-0.20000000000000284
C,3,2016-10-19 16:00:00,2016-10-19 16:20:00,166.07,1044373,161.51,4.560000000000002
B,3,2016-10-19 16:00:00,2016-10-19 16:20:00,142.23000000000005,1002364,136.11,6.120000000000033
A,2,2016-10-19 16:00:00,2016-10-19 16:20:00,36.41,1048619,36.6,-0.19000000000000483
A,3,2016-10-19 16:00:00,2016-10-19 16:20:00,92.64,1030639,93.27000000000001,-0.6300000000000097
A,3,2016-10-19 16:00:00,2016-10-19 16:20:00,73.25,1042162,73.18,0.06999999999999318
B,3,2016-10-19 16:00:00,2016-10-19 16:20:00,129.99,1004885,128.16,1.8300000000000125
A,3,2016-10-19 16:00:00,2016-10-19 16:20:00,126.84,1001944,127.10000000000001,-0.2600000000000051
A,2,2016-10-19 16:00:00,2016-10-19 16:20:00,35.58,1018069,35.51,0.07000000000000028
A,2,2016-10-19 16:00:00,2016-10-19 16:20:00,63.79,1009740,63.550000000000004,0.23999999999999488
B,3,2016-10-19 16:00:00,2016-10-19 16:20:00,82.72,1049141,81.13999999999999,1.5800000000000125
A,2,2016-10-19 16:00:00,2016-10-19 16:20:00,60.59,1039164,60.400000000000006,0.18999999999999773
A,2,2016-10-19 16:00:00,2016-10-19 16:20:00,74.23,1025537,74.43,-0.20000000000000284
A,3,2016-10-19 16:00:00,2016-10-19 16:20:00,77.36,1031139,77.72,-0.35999999999999943
A,2,2016-10-19 16:00:00,2016-10-19 16:20:00,78.64,1024370,78.83,-0.18999999999999773
C,1,2016-10-19 16:00:00,2016-10-19 16:20:00,322.31,1016127,320.46,1.8500000000000227
A,3,2016-10-19 16:00:00,2016-10-19 16:20:00,85.18,1002796,85.60999999999999,-0.4299999999999784
B,3,2016-10-19 16:00:00,2016-10-19 16:20:00,86.77000000000002,1005344,84.19,2.5800000000000267
B,3,2016-10-19 16:00:00,2016-10-19 16:20:00,121.79,1038648,119.96000000000001,1.8299999999999983
C,1,2016-10-19 16:00:00,2016-10-19 16:20:00,228.42,1032110,228.71999999999997,-0.29999999999998295
A,2,2016-10-19 16:00:00,2016-10-19 16:20:00,68.0,1003524,68.01,-0.010000000000005116
B,3,2016-10-19 16:00:00,2016-10-19 16:20:00,125.32,1011499,124.70000000000002,0.6199999999999761
A,2,2016-10-19 16:00:00,2016-10-19 16:20:00,70.41,1001757,70.16000000000001,0.2499999999999858
B,3,2016-10-19 16:00:00,2016-10-19 16:20:00,104.24,1043056,102.08,2.1599999999999966
B,3,2016-10-19 16:00:00,2016-10-19 16:20:00,105.38,1003894,104.05000000000001,1.329999999999984
B,3,2016-10-19 16:00:00,2016-10-19 16:20:00,107.83,1011427,107.14999999999999,0.6800000000000068
A,3,2016-10-19 16:00:00,2016-10-19 16:20:00,126.12,1023820,126.25999999999999,-0.13999999999998636
C,1,2016-10-19 16:20:00,2016-10-19 16:40:00,165.01,1019741,164.32999999999998,0.6800000000000068
C,1,2016-10-19 16:20:00,2016-10-19 16:40:00,188.48,1010954,188.02,0.45999999999997954
A,3,2016-10-19 16:20:00,2016-10-19 16:40:00,103.59,1000160,103.76,-0.1700000000000017
B,1,2016-10-19 16:20:00,2016-10-19 16:40:00,125.24,1032031,124.4,0.8399999999999892
A,2,2016-10-19 16:20:00,2016-10-19 16:40:00,67.55,1025181,67.16000000000001,0.38999999999998636
B,1,2016-10-19 16:20:00,2016-10-19 16:40:00,134.48,1022272,133.88,0.5999999999999943
A,3,2016-10-19 16:20:00,2016-10-19 16:40:00,77.66,1029700,77.68,-0.020000000000010232
A,2,2016-10-19 16:20:00,2016-10-19 16:40:00,100.02,1029212,100.75,-0.730000000000004
C,1,2016-10-19 16:20:00,2016-10-19 16:40:00,155.21,1011837,154.39,0.8200000000000216
A,2,2016-10-19 16:20:00,2016-10-19 16:40:00,59.95,1030369,60.269999999999996,-0.3199999999999932
B,3,2016-10-19 16:20:00,2016-10-19 16:40:00,135.07999999999998,1000831,132.12,2.9599999999999795
A,2,2016-10-19 16:20:00,2016-10-19 16:40:00,54.04,1024429,53.849999999999994,0.19000000000000483
A,3,2016-10-19 16:20:00,2016-10-19 16:40:00,134.22,1010463,134.08999999999997,0.13000000000002387
A,2,2016-10-19 16:20:00,2016-10-19 16:40:00,74.0,1003962,74.00999999999999,-0.009999999999990905
A,2,2016-10-19 16:20:00,2016-10-19 16:40:00,35.9,1018233,36.54,-0.6400000000000006
A,2,2016-10-19 16:20:00,2016-10-19 16:40:00,46.19,1022877,45.52,0.6699999999999946
A,3,2016-10-19 16:20:00,2016-10-19 16:40:00,167.67000000000004,1000424,167.59000000000003,0.0800000000000125
A,3,2016-10-19 16:20:00,2016-10-19 16:40:00,209.12,1010356,208.29000000000002,0.8299999999999841
B,1,2016-10-19 16:20:00,2016-10-19 16:40:00,72.12,1032326,70.89,1.230000000000004
C,1,2016-10-19 16:20:00,2016-10-19 16:40:00,175.51,1001924,175.54999999999998,-0.03999999999999204
A,3,2016-10-19 16:20:00,2016-10-19 16:40:00,99.89,1049635,100.00999999999999,-0.11999999999999034
A,3,2016-10-19 16:20:00,2016-10-19 16:40:00,125.97,1044129,125.58,0.39000000000000057
A,3,2016-10-19 16:20:00,2016-10-19 16:40:00,143.47,1007807,144.01999999999998,-0.549999999999983
B,3,2016-10-19 16:20:00,2016-10-19 16:40:00,147.43,1049245,145.23,2.200000000000017
B,1,2016-10-19 16:20:00,2016-10-19 16:40:00,178.45,1001228,178.57,-0.12000000000000455
C,3,2016-10-19 16:20:00,2016-10-19 16:40:00,121.78,1031140,121.48,0.29999999999999716
A,3,2016-10-19 16:20:00,2016-10-19 16:40:00,100.15,1004884,100.08,0.07000000000000739
A,2,2016-10-19 16:20:00,2016-10-19 16:40:00,53.14,1001753,52.8,0.3400000000000034
A,3,2016-10-19 16:20:00,2016-10-19 16:40:00,51.03,1022134,51.720000000000006,-0.6900000000000048
A,3,2016-10-19 16:20:00,2016-10-19 16:40:00,144.65,1006930,144.75,-0.09999999999999432
A,2,2016-10-19 16:20:00,2016-10-19 16:40:00,19.08,1047991,19.689999999999998,-0.6099999999999994
C,3,2016-10-19 16:20:00,2016-10-19 16:40:00,172.3,1038863,168.16000000000003,4.139999999999986
A,2,2016-10-19 16:20:00,2016-10-19 16:40:00,42.03,1001836,41.6,0.4299999999999997
C,3,2016-10-19 16:20:00,2016-10-19 16:40:00,173.06,1050235,172.2,0.8600000000000136
A,3,2016-10-19 16:20:00,2016-10-19 16:40:00,116.44,1004255,116.78,-0.3400000000000034
B,1,2016-10-19 16:20:00,2016-10-19 16:40:00,146.59,1003124,145.53,1.0600000000000023
B,3,2016-10-19 16:40:00,2016-10-19 17:00:00,87.08,1012566,85.98,1.0999999999999943
A,2,2016-10-19 16:40:00,2016-10-19 17:00:00,50.66,1000015,50.84,-0.18000000000000682
A,2,2016-10-19 16:40:00,2016-10-19 17:00:00,67.66,1003528,68.31,-0.6500000000000057
A,2,2016-10-19 16:40:00,2016-10-19 17:00:00,32.92,1038268,32.089999999999996,0.8300000000000054
A,3,2016-10-19 16:40:00,2016-10-19 17:00:00,85.78,1012004,86.34,-0.5600000000000023
C,1,2016-10-19 16:40:00,2016-10-19 17:00:00,209.3,1015964,209.05000000000004,0.24999999999997158
A,2,2016-10-19 16:40:00,2016-10-19 17:00:00,19.05,1035434,19.93,-0.879999999999999
B,3,2016-10-19 16:40:00,2016-10-19 17:00:00,62.67,1024574,60.43000000000001,2.239999999999995
A,3,2016-10-19 16:40:00,2016-10-19 17:00:00,100.19,1042240,101.06,-0.8700000000000045
A,2,2016-10-19 16:40:00,2016-10-19 17:00:00,27.78,1002278,28.480000000000004,-0.7000000000000028
A,3,2016-10-19 16:40:00,2016-10-19 17:00:00,123.04,1042590,122.97999999999999,0.060000000000016485
A,2,2016-10-19 16:40:00,2016-10-19 17:00:00,60.61,1000149,60.489999999999995,0.12000000000000455
A,2,2016-10-19 16:40:00,2016-10-19 17:00:00,229.63,1002721,229.69,-0.060000000000002274
B,3,2016-10-19 16:40:00,2016-10-19 17:00:00,125.05,1037105,123.0,2.049999999999997
A,3,2016-10-19 16:40:00,2016-10-19 17:00:00,137.81,1047056,138.23000000000002,-0.4200000000000159
A,3,2016-10-19 16:40:00,2016-10-19 17:00:00,120.41,1023744,120.32,0.09000000000000341
A,2,2016-10-19 16:40:00,2016-10-19 17:00:00,74.35,1035976,74.41,-0.060000000000002274
A,3,2016-10-19 16:40:00,2016-10-19 17:00:00,150.43,1000408,150.44,-0.009999999999990905
B,3,2016-10-19 16:40:00,2016-10-19 17:00:00,135.76,1011843,128.99,6.769999999999982
B,3,2016-10-19 16:40:00,2016-10-19 17:00:00,133.44,1039685,125.6,7.840000000000003
C,3,2016-10-19 16:40:00,2016-10-19 17:00:00,177.3,1030429,176.21999999999997,1.080000000000041
C,1,2016-10-19 16:40:00,2016-10-19 17:00:00,153.78,1041414,153.19,0.5900000000000034
A,3,2016-10-19 16:40:00,2016-10-19 17:00:00,67.68,1031108,67.81,-0.12999999999999545
A,3,2016-10-19 16:40:00,2016-10-19 17:00:00,97.94,1000899,97.6,0.3400000000000034
B,3,2016-10-19 16:40:00,2016-10-19 17:00:00,91.73,1021845,88.47,3.260000000000005
A,2,2016-10-19 16:40:00,2016-10-19 17:00:00,72.33,1043956,72.33,0.0
B,1,2016-10-19 16:40:00,2016-10-19 17:00:00,119.32,1032296,118.21000000000001,1.1099999999999852
A,2,2016-10-19 16:40:00,2016-10-19 17:00:00,62.77,1008788,62.95,-0.17999999999999972
B,3,2016-10-19 16:40:00,2016-10-19 17:00:00,85.03999999999998,1026691,82.16999999999999,2.8699999999999903
B,3,2016-10-19 16:40:00,2016-10-19 17:00:00,84.55,1026714,81.25,3.299999999999997
B,3,2016-10-19 16:40:00,2016-10-19 17:00:00,117.46,1002720,114.71000000000001,2.749999999999986
A,2,2016-10-19 16:40:00,2016-10-19 17:00:00,99.48,1048248,98.74,0.7400000000000091
B,3,2016-10-20 06:00:00,2016-10-20 06:20:00,126.27,1008317,124.03999999999999,2.230000000000004
A,2,2016-10-20 06:00:00,2016-10-20 06:20:00,50.09,1000775,49.61,0.480000000000004
A,2,2016-10-20 06:00:00,2016-10-20 06:20:00,41.4,1003701,41.17,0.22999999999999687
C,3,2016-10-20 06:00:00,2016-10-20 06:20:00,157.02,1015711,154.19,2.8300000000000125
A,3,2016-10-20 06:00:00,2016-10-20 06:20:00,72.17,1013554,72.72999999999999,-0.5599999999999881
A,3,2016-10-20 06:00:00,2016-10-20 06:20:00,133.73,1008199,133.85,-0.12000000000000455
A,2,2016-10-20 06:00:00,2016-10-20 06:20:00,64.31,1029533,63.43000000000001,0.8799999999999955
A,3,2016-10-20 06:00:00,2016-10-20 06:20:00,133.25,1002711,132.81,0.4399999999999977
B,1,2016-10-20 06:00:00,2016-10-20 06:20:00,70.72,1037333,70.34,0.37999999999999545
A,2,2016-10-20 06:00:00,2016-10-20 06:20:00,61.76,1019623,60.989999999999995,0.7700000000000031
A,2,2016-10-20 06:00:00,2016-10-20 06:20:00,212.17,1000809,212.13,0.03999999999999204
A,2,2016-10-20 06:00:00,2016-10-20 06:20:00,19.67,1007329,19.95,-0.2799999999999976
A,2,2016-10-20 06:00:00,2016-10-20 06:20:00,40.37,1004722,39.66,0.7100000000000009
A,2,2016-10-20 06:00:00,2016-10-20 06:20:00,21.53,1001545,21.25,0.28000000000000114
A,2,2016-10-20 06:00:00,2016-10-20 06:20:00,9.28,1008599,9.25,0.02999999999999936
A,2,2016-10-20 06:00:00,2016-10-20 06:20:00,115.26,1045725,115.21000000000001,0.04999999999999716
B,3,2016-10-20 06:20:00,2016-10-20 06:40:00,84.63,1030085,82.05000000000001,2.579999999999984
A,3,2016-10-20 06:20:00,2016-10-20 06:40:00,106.91,1002394,106.6,0.3100000000000023
A,2,2016-10-20 06:20:00,2016-10-20 06:40:00,57.21,1045726,56.56,0.6499999999999986
A,3,2016-10-20 06:20:00,2016-10-20 06:40:00,87.9,1005159,92.52000000000001,-4.6200000000000045
A,3,2016-10-20 06:20:00,2016-10-20 06:40:00,80.61,1004876,85.13,-4.519999999999996
A,2,2016-10-20 06:20:00,2016-10-20 06:40:00,52.02,1008251,52.32,-0.29999999999999716
A,3,2016-10-20 06:20:00,2016-10-20 06:40:00,111.56,1036065,111.58,-0.01999999999999602
A,3,2016-10-20 06:20:00,2016-10-20 06:40:00,121.37,1047284,120.91,0.46000000000000796
C,1,2016-10-20 06:20:00,2016-10-20 06:40:00,157.32,1034531,156.89,0.4300000000000068
A,2,2016-10-20 06:20:00,2016-10-20 06:40:00,40.15,1038948,40.74,-0.5900000000000034
A,2,2016-10-20 06:40:00,2016-10-20 07:00:00,51.29,1025781,51.32,-0.030000000000001137
B,1,2016-10-20 06:40:00,2016-10-20 07:00:00,73.88,1023255,73.94,-0.060000000000002274
B,1,2016-10-20 06:40:00,2016-10-20 07:00:00,70.89,1032813,70.46000000000001,0.4299999999999926
A,2,2016-10-20 06:40:00,2016-10-20 07:00:00,77.81,1041281,77.95,-0.14000000000000057
A,2,2016-10-20 06:40:00,2016-10-20 07:00:00,95.42,1038386,95.21000000000001,0.20999999999999375
C,1,2016-10-20 06:40:00,2016-10-20 07:00:00,175.32,1002738,175.21,0.10999999999998522
C,1,2016-10-20 06:40:00,2016-10-20 07:00:00,140.89,1017142,140.5,0.38999999999998636
B,3,2016-10-20 06:40:00,2016-10-20 07:00:00,123.57,1035227,113.14,10.429999999999993
B,1,2016-10-20 06:40:00,2016-10-20 07:00:00,251.0,1004274,250.07,0.9300000000000068
A,2,2016-10-20 06:40:00,2016-10-20 07:00:00,95.62,1038059,95.74000000000001,-0.12000000000000455
A,2,2016-10-20 06:40:00,2016-10-20 07:00:00,39.09,1049112,39.66,-0.5699999999999932
C,1,2016-10-20 06:40:00,2016-10-20 07:00:00,158.82999999999996,1023112,158.11,0.719999999999942
A,3,2016-10-20 06:40:00,2016-10-20 07:00:00,159.14,1005383,159.99,-0.8500000000000227
A,2,2016-10-20 06:40:00,2016-10-20 07:00:00,39.07,1037470,39.72,-0.6499999999999986
A,3,2016-10-20 06:40:00,2016-10-20 07:00:00,190.81,1039083,190.68,0.12999999999999545
B,1,2016-10-20 06:40:00,2016-10-20 07:00:00,114.09,1005940,113.09,1.0
C,1,2016-10-20 06:40:00,2016-10-20 07:00:00,174.41,1050275,172.92000000000002,1.4899999999999807
A,3,2016-10-20 06:40:00,2016-10-20 07:00:00,163.72,1004464,163.23000000000002,0.4899999999999807
A,2,2016-10-20 06:40:00,2016-10-20 07:00:00,55.4,1009721,54.94,0.46000000000000085
A,3,2016-10-20 06:40:00,2016-10-20 07:00:00,150.04,1035762,149.85999999999999,0.18000000000000682
B,3,2016-10-20 06:40:00,2016-10-20 07:00:00,98.01,1000034,95.74000000000001,2.269999999999996
A,3,2016-10-20 06:40:00,2016-10-20 07:00:00,264.67,1043438,265.35,-0.6800000000000068
A,3,2016-10-20 06:40:00,2016-10-20 07:00:00,203.35,1049617,203.7,-0.3499999999999943
A,3,2016-10-20 06:40:00,2016-10-20 07:00:00,276.68,1008252,276.64,0.040000000000020464
A,2,2016-10-20 06:40:00,2016-10-20 07:00:00,46.33,1039234,46.43,-0.10000000000000142
B,1,2016-10-20 06:40:00,2016-10-20 07:00:00,97.22,1003734,95.22,2.0
A,2,2016-10-20 06:40:00,2016-10-20 07:00:00,44.9,1018898,44.67,0.22999999999999687
A,2,2016-10-20 06:40:00,2016-10-20 07:00:00,63.92,1003288,63.43000000000001,0.4899999999999949
B,1,2016-10-20 07:00:00,2016-10-20 07:20:00,147.12,1000813,146.23999999999998,0.8800000000000239
C,1,2016-10-20 07:00:00,2016-10-20 07:20:00,140.27,1001058,139.82000000000002,0.44999999999998863
A,3,2016-10-20 07:00:00,2016-10-20 07:20:00,200.44,1005323,200.0,0.4399999999999977
B,1,2016-10-20 07:00:00,2016-10-20 07:20:00,101.59,1042479,100.62,0.9699999999999989
A,2,2016-10-20 07:00:00,2016-10-20 07:20:00,40.59,1005141,39.730000000000004,0.8599999999999994
C,3,2016-10-20 07:00:00,2016-10-20 07:20:00,92.89,1018608,91.98,0.9099999999999966
C,1,2016-10-20 07:00:00,2016-10-20 07:20:00,355.14,1002992,355.2599999999999,-0.11999999999989086
A,2,2016-10-20 07:00:00,2016-10-20 07:20:00,71.77,1023591,71.78,-0.010000000000005116
B,1,2016-10-20 07:00:00,2016-10-20 07:20:00,79.8,1007019,80.11,-0.3100000000000023
B,1,2016-10-20 07:00:00,2016-10-20 07:20:00,72.23,1041489,71.73,0.5
B,1,2016-10-20 07:00:00,2016-10-20 07:20:00,130.06,1000170,128.72,1.3400000000000034
A,2,2016-10-20 07:00:00,2016-10-20 07:20:00,160.26,1025135,159.84,0.4199999999999875
A,3,2016-10-20 07:00:00,2016-10-20 07:20:00,183.86,1003114,184.37,-0.5099999999999909
A,2,2016-10-20 07:00:00,2016-10-20 07:20:00,31.05,1027138,31.189999999999998,-0.13999999999999702
A,2,2016-10-20 07:00:00,2016-10-20 07:20:00,118.71,1000687,118.66999999999999,0.04000000000000625
A,2,2016-10-20 07:00:00,2016-10-20 07:20:00,63.88,1001507,63.510000000000005,0.36999999999999744
A,3,2016-10-20 07:00:00,2016-10-20 07:20:00,142.25,1038578,141.88,0.37000000000000455
A,3,2016-10-20 07:00:00,2016-10-20 07:20:00,147.01,1034875,147.06,-0.05000000000001137
A,3,2016-10-20 07:00:00,2016-10-20 07:20:00,130.62,1002834,130.79,-0.1699999999999875
A,2,2016-10-20 07:00:00,2016-10-20 07:20:00,59.89,1010199,60.03999999999999,-0.14999999999999147
A,2,2016-10-20 07:00:00,2016-10-20 07:20:00,46.44,1010200,46.370000000000005,0.06999999999999318
A,3,2016-10-20 07:20:00,2016-10-20 07:40:00,119.69,1047125,119.47,0.21999999999999886
A,3,2016-10-20 07:20:00,2016-10-20 07:40:00,110.65,1001399,111.32000000000001,-0.6700000000000017
A,3,2016-10-20 07:20:00,2016-10-20 07:40:00,110.66,1036981,110.86000000000001,-0.20000000000001705
B,1,2016-10-20 07:20:00,2016-10-20 07:40:00,105.52,1023622,105.6,-0.0799999999999983
B,1,2016-10-20 07:20:00,2016-10-20 07:40:00,118.02,1006557,117.17,0.8499999999999943
A,3,2016-10-20 07:20:00,2016-10-20 07:40:00,97.55,1001144,97.54,0.009999999999990905
C,3,2016-10-20 07:20:00,2016-10-20 07:40:00,717.25,1039071,715.4,1.8500000000000227
B,3,2016-10-20 07:20:00,2016-10-20 07:40:00,114.56,1037942,114.76,-0.20000000000000284
A,2,2016-10-20 07:20:00,2016-10-20 07:40:00,56.16,1017141,56.14,0.01999999999999602
A,3,2016-10-20 07:20:00,2016-10-20 07:40:00,151.03,1004248,35.92,115.11
A,2,2016-10-20 07:20:00,2016-10-20 07:40:00,74.42,1031631,74.0,0.4200000000000017
A,3,2016-10-20 07:20:00,2016-10-20 07:40:00,101.76,1004802,102.13000000000001,-0.37000000000000455
A,3,2016-10-20 07:20:00,2016-10-20 07:40:00,188.79,1042100,188.30999999999997,0.4800000000000182
A,3,2016-10-20 07:20:00,2016-10-20 07:40:00,96.4,1009007,96.75999999999999,-0.3599999999999852
B,3,2016-10-20 07:20:00,2016-10-20 07:40:00,67.03,1018165,66.06,0.9699999999999989
A,2,2016-10-20 07:20:00,2016-10-20 07:40:00,65.17,1001959,65.66,-0.4899999999999949
B,3,2016-10-20 07:20:00,2016-10-20 07:40:00,15.67,1000457,15.74,-0.07000000000000028
A,3,2016-10-20 07:20:00,2016-10-20 07:40:00,135.61,1042158,135.95999999999998,-0.3499999999999659
A,3,2016-10-20 07:20:00,2016-10-20 07:40:00,199.64,1025686,199.58999999999997,0.05000000000001137
A,3,2016-10-20 07:20:00,2016-10-20 07:40:00,198.55,1030346,198.95,-0.39999999999997726
A,2,2016-10-20 07:20:00,2016-10-20 07:40:00,53.04,1030801,53.54,-0.5
A,3,2016-10-20 07:20:00,2016-10-20 07:40:00,103.09,1010697,102.29,0.7999999999999972
A,3,2016-10-20 07:20:00,2016-10-20 07:40:00,173.32,1015952,172.98,0.3400000000000034
B,3,2016-10-20 07:20:00,2016-10-20 07:40:00,70.2,1014460,68.01,2.1899999999999977
A,2,2016-10-20 07:20:00,2016-10-20 07:40:00,62.43,1010698,62.2,0.22999999999999687
A,2,2016-10-20 07:20:00,2016-10-20 07:40:00,72.46000000000002,1046937,73.1,-0.6399999999999721
A,3,2016-10-20 07:20:00,2016-10-20 07:40:00,228.34,1005381,229.18,-0.8400000000000034
A,2,2016-10-20 07:20:00,2016-10-20 07:40:00,57.24,1002705,57.14,0.10000000000000142
A,3,2016-10-20 07:40:00,2016-10-20 08:00:00,221.32,1049114,222.0,-0.6800000000000068
A,3,2016-10-20 07:40:00,2016-10-20 08:00:00,206.54,1025191,206.77,-0.2300000000000182
A,2,2016-10-20 07:40:00,2016-10-20 08:00:00,55.37000000000001,1001416,54.84,0.5300000000000082
A,2,2016-10-20 07:40:00,2016-10-20 08:00:00,56.94,1023115,57.07000000000001,-0.13000000000000966
B,3,2016-10-20 07:40:00,2016-10-20 08:00:00,104.74,1013834,103.10000000000001,1.6399999999999864
B,1,2016-10-20 07:40:00,2016-10-20 08:00:00,97.98,1004806,97.44000000000001,0.539999999999992
A,2,2016-10-20 07:40:00,2016-10-20 08:00:00,33.45,1014930,33.45,0.0
A,2,2016-10-20 07:40:00,2016-10-20 08:00:00,55.13,1000077,55.41999999999999,-0.28999999999998494
A,2,2016-10-20 07:40:00,2016-10-20 08:00:00,99.47,1039221,99.76,-0.29000000000000625
B,1,2016-10-20 07:40:00,2016-10-20 08:00:00,142.77,1034106,142.01000000000002,0.7599999999999909
A,2,2016-10-20 07:40:00,2016-10-20 08:00:00,98.54,1013514,97.65,0.8900000000000006
A,2,2016-10-20 07:40:00,2016-10-20 08:00:00,81.62,1032746,81.22,0.4000000000000057
B,3,2016-10-20 07:40:00,2016-10-20 08:00:00,114.1,1005620,112.34,1.759999999999991
A,2,2016-10-20 07:40:00,2016-10-20 08:00:00,75.95,1031223,76.29,-0.3400000000000034
A,3,2016-10-20 07:40:00,2016-10-20 08:00:00,181.4,1001057,181.18,0.21999999999999886
B,1,2016-10-20 07:40:00,2016-10-20 08:00:00,91.35,1041464,91.19999999999999,0.15000000000000568
A,2,2016-10-20 07:40:00,2016-10-20 08:00:00,106.37,1003702,105.92999999999998,0.44000000000002615
A,2,2016-10-20 07:40:00,2016-10-20 08:00:00,117.45,1043854,117.25,0.20000000000000284
A,2,2016-10-20 07:40:00,2016-10-20 08:00:00,90.33,1027898,89.88,0.45000000000000284
B,3,2016-10-20 07:40:00,2016-10-20 08:00:00,74.41,1009876,72.89,1.519999999999996
A,2,2016-10-20 07:40:00,2016-10-20 08:00:00,72.14,1049699,71.63,0.5100000000000051
B,1,2016-10-20 07:40:00,2016-10-20 08:00:00,156.3,1048438,155.66000000000003,0.6399999999999864
A,2,2016-10-20 07:40:00,2016-10-20 08:00:00,55.21,1001093,54.39,0.8200000000000003
B,3,2016-10-20 07:40:00,2016-10-20 08:00:00,137.98,1022541,133.12,4.859999999999985
A,2,2016-10-20 07:40:00,2016-10-20 08:00:00,63.14,1009631,63.71,-0.5700000000000003
C,3,2016-10-20 07:40:00,2016-10-20 08:00:00,179.64,1033032,177.52999999999997,2.1100000000000136
A,3,2016-10-20 15:00:00,2016-10-20 15:20:00,117.96,1037078,118.15,-0.19000000000001194
A,2,2016-10-20 15:00:00,2016-10-20 15:20:00,54.12000000000001,1050227,54.06,0.06000000000000938
A,2,2016-10-20 15:00:00,2016-10-20 15:20:00,47.11,1039136,47.39,-0.28000000000000114
C,3,2016-10-20 15:00:00,2016-10-20 15:20:00,164.9,1042533,164.29,0.6100000000000136
B,1,2016-10-20 15:00:00,2016-10-20 15:20:00,130.15,1006967,128.84,1.3100000000000023
C,1,2016-10-20 15:00:00,2016-10-20 15:20:00,168.05,1041206,167.07000000000002,0.9799999999999898
A,2,2016-10-20 15:00:00,2016-10-20 15:20:00,69.27000000000001,1000060,69.29,-0.01999999999999602
A,2,2016-10-20 15:00:00,2016-10-20 15:20:00,114.97,1023676,114.71000000000001,0.2599999999999909
A,3,2016-10-20 15:00:00,2016-10-20 15:20:00,176.54,1005569,176.82999999999998,-0.28999999999999204
C,1,2016-10-20 15:00:00,2016-10-20 15:20:00,192.32,1037800,191.85000000000002,0.46999999999997044
A,2,2016-10-20 15:00:00,2016-10-20 15:20:00,169.49,1003609,169.5,-0.009999999999990905
B,1,2016-10-20 15:00:00,2016-10-20 15:20:00,91.38,1031877,50.28,41.099999999999994
A,2,2016-10-20 15:00:00,2016-10-20 15:20:00,101.32,1035607,101.66,-0.3400000000000034
C,1,2016-10-20 15:00:00,2016-10-20 15:20:00,202.66,1016188,201.48000000000002,1.1799999999999784
B,1,2016-10-20 15:00:00,2016-10-20 15:20:00,117.19,1016418,116.22,0.9699999999999989
A,2,2016-10-20 15:00:00,2016-10-20 15:20:00,49.02,1017454,49.19,-0.1699999999999946
C,3,2016-10-20 15:00:00,2016-10-20 15:20:00,131.11,1046939,86.50999999999999,44.60000000000002
A,2,2016-10-20 15:00:00,2016-10-20 15:20:00,35.27,1011525,40.86,-5.589999999999996
A,2,2016-10-20 15:00:00,2016-10-20 15:20:00,42.54,1013969,42.6,-0.060000000000002274
A,3,2016-10-20 15:00:00,2016-10-20 15:20:00,128.35,1037033,127.81,0.539999999999992
A,3,2016-10-20 15:00:00,2016-10-20 15:20:00,152.11,1008316,73.75999999999999,78.35000000000002
B,1,2016-10-20 15:00:00,2016-10-20 15:20:00,104.15,1037747,103.22999999999999,0.9200000000000159
A,2,2016-10-20 15:00:00,2016-10-20 15:20:00,75.59,1004871,75.85,-0.2599999999999909
A,3,2016-10-20 15:00:00,2016-10-20 15:20:00,141.61,1010017,142.57999999999998,-0.9699999999999704
A,3,2016-10-20 15:00:00,2016-10-20 15:20:00,148.04000000000005,1034529,147.97000000000003,0.0700000000000216
A,2,2016-10-20 15:00:00,2016-10-20 15:20:00,90.08,1032969,89.7,0.37999999999999545
A,3,2016-10-20 15:00:00,2016-10-20 15:20:00,228.22,1000799,228.09,0.12999999999999545
C,1,2016-10-20 15:00:00,2016-10-20 15:20:00,180.95,1012324,180.39999999999998,0.5500000000000114
B,3,2016-10-20 15:00:00,2016-10-20 15:20:00,122.19,1003326,121.44,0.75
A,3,2016-10-20 15:00:00,2016-10-20 15:20:00,101.44,1030098,101.35,0.09000000000000341
A,2,2016-10-20 15:20:00,2016-10-20 15:40:00,52.36,1030361,52.47,-0.10999999999999943
